id,driver_id,rider_id,date_time,utc_offset,service,origin_lat,origin_lon,dest_lat,dest_lon,distance,duration,cancelled,star_rating
0000000075,220200000457,220200000143,2017-02-01 11:36,-6,Noir,46.855649,-96.856863,46.862548,-96.884806,3079,412,0,3
0000000076,220200000183,220200000188,2017-02-01 11:38,-6,,46.876133,-96.696432,46.862326,-96.828766,15678,1065,0,5
0000000077,220200000345,220200000599,2017-02-01 11:38,-6,Grand,46.845405,-96.762321,46.864780,-96.890695,12391,773,0,5
0000000078,220200000437,220200000298,2017-02-01 11:53,-6,Elite,46.865089,-96.884506,46.878264,-96.783409,9354,999,0,5
0000000079,220200000183,220200000565,2017-02-01 12:12,-6,Grand,46.854349,-96.844913,46.875490,-96.702847,16593,1117,0,5
0000000080,220200000426,220200000277,2017-02-01 12:13,-6,,46.868178,-96.741484,46.873106,-96.784632,4372,556,0,4
0000000081,220200000457,220200000064,2017-02-01 12:15,-6,Grand,46.896530,-96.801824,46.876787,-96.788570,3509,552,0,4
0000000082,220200000345,220200000216,2017-02-01 12:18,-6,Grand,46.885435,-96.827286,46.859178,-96.848273,5093,593,0,5
0000000083,220200000201,220200000098,2017-02-01 12:19,-6,,46.821166,-96.816149,46.831698,-96.820799,1510,211,0,3
0000000084,220200000333,220200000156,2017-02-01 12:29,-6,,46.811552,-96.811468,46.805032,-96.835840,2750,321,0,5
0000000085,220200000437,220200000529,2017-02-01 12:48,-6,Noir,46.846250,-96.800533,46.864571,-96.816060,3825,480,0,5
0000000086,220200000457,220200000300,2017-02-01 12:57,-6,Elite,46.902497,-96.795787,46.873106,-96.784632,4339,653,0,5
0000000087,220200000426,220200000164,2017-02-01 13:05,-6,Noir,46.866674,-96.755357,46.839465,-96.850735,12451,880,0,5
0000000088,220200000450,220200000138,2017-02-01 13:15,-6,,46.838117,-96.765435,46.879556,-96.787497,6274,829,0,5
0000000089,220200000333,220200000530,2017-02-01 13:15,-6,,46.759496,-96.904200,46.831873,-96.822153,17511,843,0,5
0000000090,220200000457,220200000274,2017-02-01 13:20,-6,Grand,46.867739,-96.768726,46.871381,-96.752694,1653,250,0,1
0000000091,220200000437,220200000384,2017-02-01 13:23,-6,Noir,46.902497,-96.795787,46.879556,-96.787497,3466,584,0,5
0000000092,220200000345,220200000394,2017-02-01 13:23,-6,Noir,46.868475,-96.856933,46.862892,-96.904731,4381,591,0,4
0000000093,220200000183,220200000404,2017-02-01 13:23,-6,Grand,46.879279,-96.573955,46.874014,-96.791420,,,1,
0000000094,220200000183,220200000354,2017-02-01 13:24,-6,Grand,46.869753,-96.919841,46.867588,-96.880953,3494,457,0,5
0000000095,220200000457,220200000465,2017-02-01 13:31,-6,,46.875175,-96.774521,46.889445,-96.782033,2100,237,0,2
0000000096,220200000125,220200000433,2017-02-01 13:33,-6,,46.889958,-96.843893,46.709337,-97.167855,47188,2023,0,5
0000000097,220200000201,220200000156,2017-02-01 13:34,-6,,46.811552,-96.811468,46.818075,-96.795723,6041,493,0,4
0000000098,220200000426,220200000292,2017-02-01 13:37,-6,,46.820212,-96.856509,46.816963,-96.849979,954,152,0,5
0000000099,220200000450,220200000451,2017-02-01 13:37,-6,,46.872854,-96.783721,46.861136,-96.915649,14138,1033,0,4
0000000100,220200000437,220200000048,2017-02-01 13:43,-6,Noir,46.780244,-96.799106,46.833400,-96.812940,7164,568,0,5
0000000101,220200000457,220200000188,2017-02-01 13:51,-6,,46.876133,-96.696432,46.871111,-96.847796,12257,1244,0,4
0000000102,220200000183,220200000566,2017-02-01 13:54,-6,Grand,46.902497,-96.795787,46.845593,-96.903504,17294,1088,0,2
0000000103,220200000201,220200000405,2017-02-01 13:58,-6,,46.881336,-96.728276,46.882190,-96.723127,734,165,0,5
0000000104,220200000426,220200000008,2017-02-01 14:02,-6,,46.849767,-96.800890,46.882954,-96.826779,5690,618,0,5
0000000105,220200000437,220200000312,2017-02-01 14:13,-6,Grand,46.893972,-96.792952,46.890849,-96.801306,1071,182,0,5
0000000106,220200000450,220200000489,2017-02-01 14:16,-6,Noir,46.815272,-96.862056,46.868382,-96.902718,9891,763,0,2
0000000107,220200000457,220200000157,2017-02-01 14:22,-6,Grand,46.840562,-96.916740,46.928059,-96.767236,21958,1442,0,5
0000000108,220200000183,220200000482,2017-02-01 14:23,-6,Grand,46.859181,-96.846520,47.041182,-97.078568,36431,1542,0,5
0000000109,220200000437,220200000524,2017-02-01 14:29,-6,,46.893863,-96.780466,46.843241,-96.753943,7739,881,0,4
0000000110,220200000426,220200000002,2017-02-01 14:30,-6,,46.808599,-96.856890,46.877700,-96.802985,13644,876,0,5
0000000111,220200000201,220200000407,2017-02-01 14:31,-6,,46.869983,-96.771678,46.875690,-96.785105,1560,237,0,5
0000000112,220200000125,220200000143,2017-02-01 14:37,-6,Noir,46.855649,-96.856863,46.863519,-96.832834,,,1,
0000000113,220200000201,220200000259,2017-02-01 14:43,-6,Noir,46.862615,-96.788374,46.877295,-96.783776,1862,279,0,5
0000000114,220200000125,220200000280,2017-02-01 14:43,-6,,46.857260,-96.833414,46.858448,-96.848077,1694,256,0,3
0000000115,220200000437,220200000395,2017-02-01 14:49,-6,Grand,46.889454,-96.823038,46.876164,-96.783503,4752,580,0,5
0000000116,220200000125,220200000435,2017-02-01 14:57,-6,,46.850947,-96.819205,46.824299,-96.812502,3834,387,0,3
0000000117,220200000201,220200000164,2017-02-01 15:00,-6,Noir,46.866674,-96.755357,46.844372,-96.748222,3450,405,0,5
0000000118,220200000457,220200000565,2017-02-01 15:03,-6,Grand,46.875490,-96.702847,46.854349,-96.844913,16796,997,0,4
0000000119,220200000333,220200000510,2017-02-01 15:11,-6,,46.844516,-96.859241,46.841811,-96.849901,1367,215,0,5
0000000120,220200000437,220200000141,2017-02-01 15:12,-6,Noir,46.925344,-96.862395,46.884732,-96.787518,9269,812,0,5
0000000121,220200000125,220200000530,2017-02-01 15:13,-6,,46.759496,-96.904200,46.870946,-96.786081,24353,1226,0,4
0000000122,220200000426,220200000420,2017-02-01 15:14,-6,,46.863761,-96.816306,46.872878,-96.793838,2708,356,0,5
0000000123,220200000201,220200000034,2017-02-01 15:17,-6,,46.838117,-96.765435,46.877381,-96.791027,7185,716,0,5
0000000124,220200000333,220200000256,2017-02-01 15:21,-6,,46.874445,-96.793427,46.846283,-96.801273,3807,417,0,3
0000000125,220200000183,220200000477,2017-02-01 15:21,-6,Grand,46.755031,-96.908948,46.844926,-96.854555,,,1,
0000000126,220200000426,220200000536,2017-02-01 15:26,-6,,46.867741,-96.773032,46.833374,-96.822184,8360,716,0,5
0000000127,220200000183,220200000188,2017-02-01 15:29,-6,,46.871111,-96.847796,46.876133,-96.696432,12449,1258,0,3
0000000128,220200000457,220200000002,2017-02-01 15:32,-6,,46.808599,-96.856890,46.876069,-96.902195,11882,925,0,2
0000000129,220200000437,220200000301,2017-02-01 15:37,-6,Noir,46.887380,-96.806559,46.869018,-96.767482,4727,612,0,4
0000000130,220200000201,220200000390,2017-02-01 15:45,-6,,46.866674,-96.755357,46.873580,-96.773247,2121,371,0,5
0000000131,220200000333,220200000476,2017-02-01 15:45,-6,,46.838879,-96.771884,46.881479,-96.770118,7010,871,0,5
0000000132,220200000437,220200000314,2017-02-01 15:51,-6,Grand,46.834601,-96.768977,46.850532,-96.798943,5123,515,0,4
0000000133,220200000125,220200000356,2017-02-01 15:51,-6,,46.870864,-96.795393,46.928059,-96.767236,8217,925,0,5
0000000134,220200000450,220200000394,2017-02-01 15:56,-6,Noir,46.862892,-96.904731,46.868475,-96.856933,4404,596,0,5
0000000135,220200000426,220200000275,2017-02-01 16:03,-6,,46.852721,-96.797782,46.846283,-96.801273,967,138,0,4
0000000136,220200000343,220200000038,2017-02-01 16:04,-6,,46.884690,-96.786408,46.936882,-96.792596,7025,701,0,5
0000000137,220200000201,220200000164,2017-02-01 16:04,-6,Noir,46.866674,-96.755357,46.832185,-96.806835,8098,775,0,5
0000000138,220200000437,220200000395,2017-02-01 16:09,-6,Grand,46.876164,-96.783503,46.889454,-96.823038,4710,515,0,2
0000000139,220200000457,220200000510,2017-02-01 16:12,-6,Elite,46.922337,-96.820208,46.844516,-96.859241,12451,787,0,4
0000000140,220200000379,220200000530,2017-02-01 16:13,-6,,46.759496,-96.904200,47.079688,-96.259431,87566,3494,0,5
0000000141,220200000437,220200000529,2017-02-01 16:23,-6,Noir,46.846250,-96.800533,46.843529,-96.820797,1933,284,0,5
0000000142,220200000343,220200000488,2017-02-01 16:26,-6,,46.895864,-96.805807,46.889958,-96.843893,3649,473,0,2
0000000143,220200000183,220200000383,2017-02-01 16:30,-6,Grand,46.935285,-96.796638,46.873060,-96.772895,,,1,
0000000144,220200000426,220200000494,2017-02-01 16:30,-6,,46.866639,-96.871028,46.859164,-96.831846,3903,602,0,4
0000000145,220200000183,220200000273,2017-02-01 16:31,-6,,46.884211,-96.743119,46.874860,-96.773588,3240,401,0,5
0000000146,220200000201,220200000188,2017-02-01 16:32,-6,,46.862326,-96.828766,46.876133,-96.696432,18980,1149,0,4
0000000147,220200000437,220200000100,2017-02-01 16:36,-6,Noir,46.935469,-96.831332,46.853648,-96.876145,15823,818,0,5
0000000148,220200000457,220200000364,2017-02-01 16:37,-6,Grand,46.824760,-96.822856,46.833200,-96.827039,1161,197,0,5
0000000149,220200000343,220200000284,2017-02-01 16:42,-6,,46.897753,-96.802437,46.887607,-96.749445,5194,658,0,5
0000000150,220200000457,220200000302,2017-02-01 16:46,-6,Grand,46.739850,-96.906697,46.860193,-96.828236,19918,938,0,1
0000000151,220200000183,220200000413,2017-02-01 16:46,-6,,46.838117,-96.765435,46.882262,-96.733028,7529,726,0,5
0000000152,220200000426,220200000277,2017-02-01 16:49,-6,,46.868178,-96.741484,46.878163,-96.787945,4483,594,0,2
0000000153,220200000201,220200000521,2017-02-01 16:57,-6,,46.817131,-96.852058,46.878220,-96.929101,,,1,
0000000154,220200000201,220200000381,2017-02-01 16:57,-6,,46.861494,-96.876758,46.840465,-96.812765,8681,636,0,3
0000000155,220200000343,220200000057,2017-02-01 16:59,-6,,46.904380,-96.793999,46.908567,-96.905391,9060,717,0,5
0000000156,220200000107,220200000386,2017-02-01 17:05,-6,,46.782818,-96.908016,46.780244,-96.799106,12839,902,0,5
0000000157,220200000450,220200000021,2017-02-01 17:07,-6,,46.863183,-96.822742,46.913584,-96.780631,8700,940,0,4
0000000158,220200000446,220200000259,2017-02-01 17:09,-6,Noir,46.877295,-96.783776,46.862615,-96.788374,1914,270,0,5
0000000159,220200000202,220200000376,2017-02-01 17:12,-6,,46.873778,-96.850086,46.856128,-96.871776,3808,458,0,5
0000000160,220200000082,220200000312,2017-02-01 17:13,-6,Grand,46.890849,-96.801306,46.893972,-96.792952,962,147,0,5
0000000161,220200000206,220200000407,2017-02-01 17:13,-6,,46.878163,-96.787945,46.869983,-96.771678,2183,361,0,5
0000000162,220200000060,220200000156,2017-02-01 17:15,-6,,46.840208,-96.798207,46.811552,-96.811468,4245,393,0,5
0000000163,220200000446,220200000372,2017-02-01 17:16,-6,Grand,46.871055,-96.904868,46.880034,-96.746253,19121,1212,0,5
0000000164,220200000082,220200000388,2017-02-01 17:21,-6,,46.892483,-96.802186,46.855897,-96.913525,14390,893,0,5
0000000165,220200000206,220200000390,2017-02-01 17:23,-6,,46.873580,-96.773247,46.866674,-96.755357,2015,285,0,5
0000000166,220200000196,220200000159,2017-02-01 17:28,-6,,46.882834,-96.771741,46.962068,-96.800312,11912,1094,0,5
0000000167,220200000450,220200000488,2017-02-01 17:29,-6,,46.895864,-96.805807,46.880883,-96.823823,3657,503,0,5
0000000168,220200000206,220200000404,2017-02-01 17:34,-6,,46.868758,-96.768397,46.879279,-96.573955,15464,982,0,5
0000000169,220200000007,220200000165,2017-02-01 17:35,-6,,46.884544,-96.787065,46.853118,-96.789865,4888,591,0,5
0000000170,220200000107,220200000010,2017-02-01 17:38,-6,,46.780244,-96.799106,46.829992,-96.828994,7491,647,0,5
0000000171,220200000457,220200000002,2017-02-01 17:40,-6,,46.877700,-96.802985,46.808599,-96.856890,13451,873,0,2
0000000172,220200000450,220200000319,2017-02-01 17:42,-6,,46.877558,-96.788092,46.834721,-96.764430,6433,827,0,5
0000000173,220200000125,220200000399,2017-02-01 17:44,-6,,46.890043,-96.808058,46.877026,-96.706649,9473,940,0,5
0000000174,220200000060,220200000299,2017-02-01 17:47,-6,,46.845580,-96.815978,46.868046,-96.896852,9074,696,0,5
0000000175,220200000446,220200000049,2017-02-01 17:49,-6,,46.849583,-96.769473,46.889786,-96.766539,4852,608,0,5
0000000176,220200000107,220200000413,2017-02-01 17:50,-6,,46.838117,-96.765435,46.882186,-96.789972,7794,767,0,5
0000000177,220200000202,220200000146,2017-02-01 17:54,-6,Grand,46.865255,-96.802511,46.866234,-96.825278,1744,266,0,4
0000000178,220200000316,220200000190,2017-02-01 17:58,-6,Noir,46.889849,-96.812669,46.839817,-96.860987,,,1,
0000000179,220200000316,220200000332,2017-02-01 17:58,-6,,46.780244,-96.799106,46.844485,-96.801469,7589,618,0,5
0000000180,220200000007,220200000358,2017-02-01 17:58,-6,,46.869030,-96.785232,46.838265,-96.768914,5901,670,0,4
0000000181,220200000228,220200000544,2017-02-01 18:04,-6,,46.853884,-96.797561,46.827653,-96.853057,8169,593,0,2
0000000182,220200000446,220200000356,2017-02-01 18:06,-6,,46.870864,-96.795393,46.880893,-96.788140,1739,256,0,5
0000000183,220200000192,220200000553,2017-02-01 18:07,-6,,46.867736,-96.777589,46.876734,-96.704747,6412,636,0,5
0000000184,220200000107,220200000079,2017-02-01 18:10,-6,Noir,46.897753,-96.802437,46.864222,-96.896080,10892,1026,0,4
0000000185,220200000202,220200000084,2017-02-01 18:13,-6,,46.860050,-96.825442,46.850956,-96.902849,9692,700,0,3
0000000186,220200000498,220200000086,2017-02-01 18:13,-6,,46.907317,-96.799586,46.851271,-96.801213,6604,762,0,5
0000000187,220200000457,220200000374,2017-02-01 18:18,-6,,46.787064,-96.794805,46.842761,-96.861005,10975,888,0,5
0000000188,220200000316,220200000062,2017-02-01 18:21,-6,Noir,46.799145,-96.817417,46.763836,-96.829356,5249,513,0,5
0000000189,220200000228,220200000565,2017-02-01 18:22,-6,,46.857084,-96.855108,46.854349,-96.844913,1191,177,0,4
0000000190,220200000343,220200000057,2017-02-01 18:23,-6,,46.908567,-96.905391,46.862539,-96.873050,7910,691,0,5
0000000191,220200000446,220200000429,2017-02-01 18:28,-6,,46.866109,-96.799523,46.835034,-96.830983,6007,580,0,4
0000000192,220200000107,220200000493,2017-02-01 18:31,-6,Noir,46.877244,-96.838865,46.900432,-96.765807,9803,952,0,5
0000000193,220200000498,220200000282,2017-02-01 18:33,-6,,46.904159,-96.794124,46.911950,-96.778703,2015,324,0,5
0000000194,220200000214,220200000407,2017-02-01 18:33,-6,,46.875690,-96.785105,46.869983,-96.771678,1696,254,0,5
0000000195,220200000316,220200000130,2017-02-01 18:38,-6,Noir,46.884682,-96.787727,46.911116,-96.778687,3837,411,0,5
0000000196,220200000450,220200000200,2017-02-01 18:38,-6,,46.866692,-96.765569,46.873400,-96.768287,992,117,0,1
0000000197,220200000446,220200000301,2017-02-01 18:41,-6,Noir,46.887380,-96.806559,46.878163,-96.787945,2283,406,0,5
0000000198,220200000228,220200000361,2017-02-01 18:52,-6,,46.859927,-96.818953,46.882930,-96.758430,7721,856,0,5
0000000199,220200000457,220200000364,2017-02-01 18:52,-6,Grand,46.824760,-96.822856,46.780735,-96.796947,6334,526,0,5
0000000200,220200000196,220200000101,2017-02-01 18:54,-6,,47.236234,-96.999133,46.879611,-96.787905,,,1,
0000000201,220200000125,220200000405,2017-02-01 18:54,-6,,46.877269,-96.726621,46.881336,-96.728276,1243,209,0,5
0000000202,220200000343,220200000510,2017-02-01 18:55,-6,,46.841811,-96.849901,46.844516,-96.859241,940,115,0,5
0000000203,220200000343,220200000027,2017-02-01 19:14,-6,,46.828764,-96.828760,46.842761,-96.861005,4000,503,0,5
0000000204,220200000007,220200000164,2017-02-01 19:14,-6,Noir,46.832185,-96.806835,46.866674,-96.755357,9409,767,0,5
0000000205,220200000316,220200000395,2017-02-01 19:17,-6,Grand,46.889454,-96.823038,46.876164,-96.783503,4752,580,0,5
0000000206,220200000067,220200000447,2017-02-01 19:18,-6,,46.889958,-96.843893,46.859958,-96.885098,9473,566,0,5
0000000207,220200000060,220200000188,2017-02-01 19:20,-6,,46.878475,-96.835067,46.876133,-96.696432,11230,1117,0,4
0000000208,220200000450,220200000080,2017-02-01 19:21,-6,,46.884913,-96.785970,46.820384,-96.802926,8413,946,0,5
0000000209,220200000316,220200000413,2017-02-01 19:34,-6,,46.882186,-96.789972,46.838117,-96.765435,8376,838,0,5
0000000210,220200000067,220200000004,2017-02-01 19:36,-6,,46.864072,-96.878836,46.873851,-96.906226,3305,505,0,5
0000000211,220200000007,220200000259,2017-02-01 19:37,-6,Noir,46.862615,-96.788374,46.877295,-96.783776,1862,279,0,5
0000000212,220200000007,220200000421,2017-02-01 19:51,-6,,46.860603,-96.789701,46.875787,-96.772012,3567,492,0,4
0000000213,220200000107,220200000538,2017-02-01 19:51,-6,Noir,46.906180,-96.774842,46.854974,-96.835388,11981,999,0,2
0000000214,220200000316,220200000064,2017-02-01 19:53,-6,Grand,46.896530,-96.801824,46.804677,-96.848378,14037,905,0,5
0000000215,220200000125,220200000499,2017-02-01 19:55,-6,,46.874190,-96.788312,46.920253,-96.780229,6322,715,0,5
0000000216,220200000082,220200000083,2017-02-01 19:59,-6,,46.902343,-97.218169,46.876815,-97.211886,,,1,
0000000217,220200000228,220200000112,2017-02-01 20:08,-6,Grand,46.888139,-96.809808,46.876454,-96.826049,2947,369,0,5
0000000218,220200000473,220200000062,2017-02-01 20:10,-6,Noir,46.763836,-96.829356,46.814335,-96.889039,15034,947,0,5
0000000219,220200000214,220200000584,2017-02-01 20:12,-6,,46.839506,-96.766937,46.882033,-96.703536,10587,800,0,5
0000000220,220200000067,220200000459,2017-02-01 20:13,-6,,46.866878,-96.916177,46.859821,-96.847741,6035,745,0,4
0000000221,220200000107,220200000141,2017-02-01 20:18,-6,Noir,46.853885,-96.797560,46.925344,-96.862395,15318,726,0,3
0000000222,220200000105,220200000519,2017-02-01 20:18,-6,,46.856643,-96.792734,46.894370,-96.764015,6975,790,0,3
0000000223,220200000228,220200000566,2017-02-01 20:25,-6,Grand,46.902497,-96.795787,46.880034,-96.746253,6710,782,0,5
0000000224,220200000450,220200000381,2017-02-01 20:33,-6,,46.840465,-96.812765,46.865453,-96.845154,5589,462,0,5
